1	Hallo	hallo	ITJ	ITJ	_	0	root	_	_
2	zusammen	zusammen	ADV	ADV	_	3	adv	_	_
3	Ich	ich	PRO	PPER	1|Sg|_|Nom	4	subj	_	_
4	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
5	Maria	Maria	N	NE	_|Nom|Sg	4	pred	_	_
6	,	,	$,	$,	_	0	root	_	_
7	komme	kommen	V	VVFIN	_|Sg|Pres|_	4	kon	_	_
8	aus	aus	PREP	APPR	Dat	7	objp	_	_
9	Spanien	Spanien	N	NE	Neut|Dat|Sg	8	pn	_	_
10	und	und	KON	KON	_	7	kon	_	_
11	wohne	wohnen	V	VVFIN	_|Sg|Pres|_	10	cj	_	_
12	in	in	PREP	APPR	_	11	objp	_	_
13	Deutschland	Deutschland	N	NE	Neut|_|Sg	12	pn	_	_
14	seit	seit	PREP	APPR	Dat	13	pp	_	_
15	funfzehn	funfzehn	ADJA	ADJA	_	16	attr	_	_
16	Jahen	Jahen	N	NN	_|Dat|_	14	pn	_	_
17	.	.	$.	$.	_	0	root	_	_

1	Ich	ich	PRO	PPER	1|Sg|_|Nom	2	subj	_	_
2	wollte	wollen	V	VMFIN	1|Sg|Past|_	0	root	_	_
3	hiermit	hiermit	PROAV	PROAV	_	12	pp	_	_
4	meine	meine	ART	PPOSAT	Fem|Acc|Sg	5	det	_	_
5	Meinung	Meinung	N	NN	Fem|Acc|Sg	12	obja	_	_
6	zum	zu	PREP	APPRART	Dat	12	pp	_	_
7	Thema	Thema	N	NN	Neut|Dat|Sg	6	pn	_	_
8	„	„	ADJA	ADJA	_|Neut|Dat|Sg|_	9	attr	_	_
9	Deutsch	Deutsch	N	NN	Neut|Dat|Sg	7	app	_	_
10	Lernen	Lernen	N	NN	Neut|Dat|Sg	9	app	_	_
11	"	"	$(	$(	_	0	root	_	_
12	äussern	äussern	V	VVINF	_	2	aux	_	_
13	.	.	$.	$.	_	0	root	_	_

1	Warum	Warum	PWAV	PWAV	_	0	root	_	_
2	Deutsch	Deutsch	N	NN	Neut|Acc|Sg	6	obja	_	_
3	als	als	KOKOM	KOKOM	_	2	kom	_	_
4	Fremdsprache	Fremdsprache	N	NN	Fem|_|Sg	3	cj	_	_
5	lernen	lernen	V	VVINF	_	6	aux	_	_
6	auswählen	auswählen	V	VVINF	_	0	root	_	_
7	,	,	$,	$,	_	0	root	_	_
8	wenn	wenn	KOUS	KOUS	_	12	konj	_	_
9	es	es	PRO	PPER	3|Sg|Neut|Nom	12	subj	_	_
10	andere	andere	ADJA	ADJA	_|Fem|Acc|Sg|_	11	attr	_	_
11	Sprache	Sprache	N	NN	Fem|Acc|Sg	12	obja	_	_
12	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
13	,	,	$,	$,	_	0	root	_	_
14	die	die	PRO	PRELS	_|_|_	0	root	_	_
15	nützlicher	nützlich	ADV	ADJD	Comp|	0	root	_	_
16	.	.	$.	$.	_	0	root	_	_

1	seien	sein	V	VAFIN	_|Pl|Pres|Subj	0	root	_	_
2	konnten	können	V	VMFIN	_|Pl|Past|Ind	0	root	_	_
3	.	.	$.	$.	_	0	root	_	_

