99,Liebe Ingo,"Liebe,N,_|_|_|_","Ingo,N,_|Masc|_|Sg","Liebe Ingo , 06.03.2012 wie gehts ist dir ?"
99,Liebe Ingo,"Liebe,N,_|_|_|_","Ingo,N,_|Masc|_|Sg","Liebe Ingo , 06.03.2012 wie gehts ist dir ?"
23,gehts,"gehts,N,_|_|_|_","Liebe Ingo , 06.03.2012 wie gehts ist dir ?"
99,eine Arbeit,"eine,ART,Indef|Fem|Acc|Sg","Arbeit,N,_|Fem|Acc|Sg",Ich habe eine Arbeit in Neuburg und brauche ich Neue wohnung bei nächste woche 20.03.2012 .
5,in Neuburg,"in,PREP,_|_|_|_","Neuburg,N,_|Fem|_|Sg",Ich habe eine Arbeit in Neuburg und brauche ich Neue wohnung bei nächste woche 20.03.2012 .
23,Neue wohnung,"Neue,ADJA,_|_|Acc|_","wohnung,N,_|_|Acc|_",Ich habe eine Arbeit in Neuburg und brauche ich Neue wohnung bei nächste woche 20.03.2012 .
23,bei nächste woche,"bei,PREP,_|_|Dat|_","nächste,ADJA,_|_|_|_","woche,N,_|_|_|_",Ich habe eine Arbeit in Neuburg und brauche ich Neue wohnung bei nächste woche 20.03.2012 .
99,ein Schlafzimmer,"ein,ART,Indef|Neut|Acc|Sg","Schlafzimmer,N,_|Neut|Acc|Sg",Ich brauche nur ein Schlafzimmer und ein Kinder Zimmer .
99,ein Kinder Zimmer,"ein,ART,Indef|Neut|Acc|Sg","Kinder,N,_|Neut|Acc|Sg","Zimmer,N,_|Neut|Acc|_",Ich brauche nur ein Schlafzimmer und ein Kinder Zimmer .
99,Kinder Zimmer,"Kinder,N,_|Neut|Acc|Sg","Zimmer,N,_|Neut|Acc|_",Ich brauche nur ein Schlafzimmer und ein Kinder Zimmer .
23,Viele Grüße Katharina,"Viele,ART,_|Masc|_|Pl","Grüße,N,_|Masc|_|Pl","Katharina,N,_|Masc|_|Pl",Viele Grüße Katharina
99,Grüße Katharina,"Grüße,N,_|Masc|_|Pl","Katharina,N,_|Masc|_|Pl",Viele Grüße Katharina
