21,Maria Meier,"Maria,N,_|_|_|_","Meier,N,_|_|_|_",Maria Meier 28.Oktober 2011 1728 Stadt X Aupairsglobal Bahnhofstr .
23,Maria Meier 28.Oktober,"Maria,N,_|_|_|_","Meier,N,_|_|_|_","28.Oktober,N,_|_|_|_",Maria Meier 28.Oktober 2011 1728 Stadt X Aupairsglobal Bahnhofstr .
23,Meier 28.Oktober,"Meier,N,_|_|_|_","28.Oktober,N,_|_|_|_",Maria Meier 28.Oktober 2011 1728 Stadt X Aupairsglobal Bahnhofstr .
23,Stadt X,"Stadt,N,_|Fem|_|Sg","X,N,_|Fem|_|Sg",Maria Meier 28.Oktober 2011 1728 Stadt X Aupairsglobal Bahnhofstr .
23,Stadt X Aupairsglobal,"Stadt,N,_|Fem|_|Sg","X,N,_|Fem|_|Sg","Aupairsglobal,N,_|Fem|_|Sg",Maria Meier 28.Oktober 2011 1728 Stadt X Aupairsglobal Bahnhofstr .
23,X Aupairsglobal Bahnhofstr,"X,N,_|Fem|_|Sg","Aupairsglobal,N,_|Fem|_|Sg","Bahnhofstr,N,_|Fem|_|Sg",Maria Meier 28.Oktober 2011 1728 Stadt X Aupairsglobal Bahnhofstr .
23,Aupairsglobal Bahnhofstr,"Aupairsglobal,N,_|Fem|_|Sg","Bahnhofstr,N,_|Fem|_|Sg",Maria Meier 28.Oktober 2011 1728 Stadt X Aupairsglobal Bahnhofstr .
21,Wiesbaden Informationen,"Wiesbaden,N,_|_|_|Pl","Informationen,N,_|_|_|Pl","101 65185 Wiesbaden Informationen über Ihre Anzeige Sehr geehrte Damen und Herren , ich habe Ihre Anzeige gelesen und ich möchte weitere Informationen ."
99,Damen über Ihre Anzeige,"Damen,N,_|Fem|Acc|Pl","über,PREP,_|_|Acc|_","Ihre,ART,_|Fem|Acc|Sg","Anzeige,N,_|Fem|Acc|Sg","101 65185 Wiesbaden Informationen über Ihre Anzeige Sehr geehrte Damen und Herren , ich habe Ihre Anzeige gelesen und ich möchte weitere Informationen ."
99,Damen Anzeige geehrte,"Damen,N,_|Fem|Acc|Pl","Anzeige,N,_|Fem|Acc|Sg","geehrte,ADJA,_|Fem|Acc|Pl","101 65185 Wiesbaden Informationen über Ihre Anzeige Sehr geehrte Damen und Herren , ich habe Ihre Anzeige gelesen und ich möchte weitere Informationen ."
99,Herren,"Herren,N,_|Masc|Acc|_","101 65185 Wiesbaden Informationen über Ihre Anzeige Sehr geehrte Damen und Herren , ich habe Ihre Anzeige gelesen und ich möchte weitere Informationen ."
23,Ihre Anzeige,"Ihre,ART,_|Fem|Acc|Sg","Anzeige,N,_|Fem|Acc|Sg","101 65185 Wiesbaden Informationen über Ihre Anzeige Sehr geehrte Damen und Herren , ich habe Ihre Anzeige gelesen und ich möchte weitere Informationen ."
99,weitere Informationen,"weitere,ADJA,_|_|Acc|Pl","Informationen,N,_|_|Acc|Pl","101 65185 Wiesbaden Informationen über Ihre Anzeige Sehr geehrte Damen und Herren , ich habe Ihre Anzeige gelesen und ich möchte weitere Informationen ."
23,Seit Jahren,"Seit,PREP,_|_|Dat|_","Jahren,N,_|Neut|Dat|Pl",Seit Jahren studiere ich Deutsch .
99,Deutsch,"Deutsch,N,_|Neut|Acc|Sg",Seit Jahren studiere ich Deutsch .
23,Mein Niveau,"Mein,ART,_|Neut|Nom|Sg","Niveau,N,_|Neut|Nom|Sg","Mein Niveau ist nicht genugend so habe ich beschliessen , auf Deutschland zu leben ."
5,auf Deutschland,"auf,PREP,_|_|_|_","Deutschland,N,_|Neut|_|Sg","Mein Niveau ist nicht genugend so habe ich beschliessen , auf Deutschland zu leben ."
23,Eine Au-pair-Stelle,"Eine,ART,Indef|Fem|Nom|Sg","Au-pair-Stelle,N,_|Fem|Nom|Sg",Eine Au-pair-Stelle schien eine gute Lösung .
99,eine gute Lösung,"eine,ART,Indef|Fem|Nom|Sg","gute,ADJA,_|Fem|Nom|Sg","Lösung,N,_|Fem|Nom|Sg",Eine Au-pair-Stelle schien eine gute Lösung .
99,einige Fragen,"einige,ART,_|_|Acc|_","Fragen,N,_|_|Acc|_",Ich habe einige Fragen : Ich bin 17 Jahre alt .
99,Jahre,"Jahre,N,_|Neut|Acc|Pl",Ich habe einige Fragen : Ich bin 17 Jahre alt .
99,meine Eltern,"meine,ART,_|_|Nom|Pl","Eltern,N,_|_|Nom|Pl",So müssen meine Eltern die Formalitäten unternehmen ?
99,die Formalitäten,"die,ART,Def|Fem|Acc|Pl","Formalitäten,N,_|Fem|Acc|Pl",So müssen meine Eltern die Formalitäten unternehmen ?
23,grossen Städte,"grossen,ADJA,_|Fem|Acc|Pl","Städte,N,_|Fem|Acc|Pl","Ich mag nicht grossen Städte , weil ich ruhig und still bin Ist es möglich , dass ich meine "" Familie "" wähle ?"
99,meine Familie,"meine,ART,_|Fem|Acc|Sg","Familie,N,_|Fem|Acc|Sg","Ich mag nicht grossen Städte , weil ich ruhig und still bin Ist es möglich , dass ich meine "" Familie "" wähle ?"
99,Das Ziel besuch,"Das,ART,Def|Neut|Nom|Sg","Ziel,N,_|Neut|Nom|Sg","besuch,N,_|_|Gen|_",Das Ziel meiner besuch ist Deutsch zu lernen .
21,Ziel meiner besuch,"Ziel,N,_|Neut|Nom|Sg","meiner,ART,_|_|Gen|_","besuch,N,_|_|Gen|_",Das Ziel meiner besuch ist Deutsch zu lernen .
99,Deutsch,"Deutsch,N,_|Neut|Acc|Sg",Das Ziel meiner besuch ist Deutsch zu lernen .
23,für Spass,"für,PREP,_|_|Acc|_","Spass,N,_|Masc|Acc|Sg","Aber , naturlich , Zeit für Spass ist auch wichtig ."
23,Welche Freizeitaktivitäten,"Welche,ART,_|Fem|Acc|Pl","Freizeitaktivitäten,N,_|Fem|Acc|Pl",Welche Freizeitaktivitäten schlagen Sie vor ?
23,Ihre Antwort,"Ihre,ART,_|Fem|Nom|Sg","Antwort,N,_|Fem|Nom|Sg","Ich warte Ihre Antwort mit Ungeduldigkeit Wenn Sie mehrere Informationen über mir wollen , antworte ich gern ."
