1_1,Liebe Ingo,Liebe N _|Acc|_,Ingo N Masc|Acc|Sg,Liebe Ingo Kannst du mir bitte Hilfe bei der Wohnungs suche .
1_2,Liebe Ingo,Liebe N _|Acc|_,Ingo N Masc|Acc|Sg,Liebe Ingo Kannst du mir bitte Hilfe bei der Wohnungs suche .
1_3,Hilfe,Hilfe N Fem|Nom|Sg,Liebe Ingo Kannst du mir bitte Hilfe bei der Wohnungs suche .
1_4,Wohnungs bei der,Wohnungs N Fem|Dat|Sg,bei PREP Dat,der ART Def|Fem|Dat|Sg,Liebe Ingo Kannst du mir bitte Hilfe bei der Wohnungs suche .
2_5,der Größ,der ART Def|Masc|Nom|Sg,Größ N Masc|Nom|Sg,Ich habe der Größ Neue Wohnung in Neuber gefunder .
2_6,Neue Wohnung,Neue ADJA Pos|Fem|Acc|Sg|_|,Wohnung N Fem|Acc|Sg,Ich habe der Größ Neue Wohnung in Neuber gefunder .
2_7,in Neuber gefunder,in PREP _,Neuber N _|_|_,gefunder N _|_|_,Ich habe der Größ Neue Wohnung in Neuber gefunder .
2_8,Neuber gefunder,Neuber N _|_|_,gefunder N _|_|_,Ich habe der Größ Neue Wohnung in Neuber gefunder .
3_10,um Uhr,um PREP _,Uhr N Fem|_|Sg,am Samstag um 10 Uhr ?
4_11,Hilfe,Hilfe N Fem|Nom|Sg,Ich siech um kannst du mir bitte Hilfe beider umsiechen .
