1_1,Stadt X,Stadt N Fem|_|Sg,X N Fem|_|Sg,Stadt X 26.4.12 Miene Liebe frau .
1_2,Stadt X,Stadt N Fem|_|Sg,X N Fem|_|Sg,Stadt X 26.4.12 Miene Liebe frau .
1_3,Miene frau,Miene N Fem|_|Sg,frau N _|_|_,Stadt X 26.4.12 Miene Liebe frau .
1_4,Miene Liebe frau,Miene N Fem|_|Sg,Liebe ADJA Pos|_|_|_|_|,frau N _|_|_,Stadt X 26.4.12 Miene Liebe frau .
2_5,disch Wieget,disch N _|_|_,Wieget N _|_|_,""" Wieget dir houte ich liebe disch Wieget bei babys des Bays gett Wieget die mutter bei baby affpasen houte Ich Schribe ain brief vor dich viel im durch kus ... hast du gegeben houte !"
2_6,disch Wieget,disch N _|_|_,Wieget N _|_|_,""" Wieget dir houte ich liebe disch Wieget bei babys des Bays gett Wieget die mutter bei baby affpasen houte Ich Schribe ain brief vor dich viel im durch kus ... hast du gegeben houte !"
2_8,babys des Bays gett,babys N _|Dat|_,des ART Def|_|Gen|Sg,Bays N _|Gen|Sg,gett N _|Gen|Sg,""" Wieget dir houte ich liebe disch Wieget bei babys des Bays gett Wieget die mutter bei baby affpasen houte Ich Schribe ain brief vor dich viel im durch kus ... hast du gegeben houte !"
2_9,Bays gett,Bays N _|Gen|Sg,gett N _|Gen|Sg,""" Wieget dir houte ich liebe disch Wieget bei babys des Bays gett Wieget die mutter bei baby affpasen houte Ich Schribe ain brief vor dich viel im durch kus ... hast du gegeben houte !"
2_10,die mutter,die ART Def|_|Acc|_,mutter N _|Acc|_,""" Wieget dir houte ich liebe disch Wieget bei babys des Bays gett Wieget die mutter bei baby affpasen houte Ich Schribe ain brief vor dich viel im durch kus ... hast du gegeben houte !"
8_11,Liebe Gruße,Liebe ADJA Pos|_|_|_|_|,Gruße N Masc|Dat|Sg,Liebe Gruße Die man Schmidt Michael
8_12,Schmidt Michael,Schmidt N Masc|_|Sg,Michael N Masc|_|Sg,Liebe Gruße Die man Schmidt Michael
8_13,Schmidt Michael,Schmidt N Masc|_|Sg,Michael N Masc|_|Sg,Liebe Gruße Die man Schmidt Michael
