1_1,Hallo Ingo,Hallo N Neut|_|Sg,Ingo N Masc|_|Sg,16.03.2012 Hallo Ingo !
1_2,Hallo Ingo,Hallo N Neut|_|Sg,Ingo N Masc|_|Sg,16.03.2012 Hallo Ingo !
3_3,deine Schule,deine ART Fem|Nom|Sg,Schule N Fem|Nom|Sg,Wie war deine Schule Jahr ?
3_4,Jahr,Jahr N Neut|Nom|Sg,Wie war deine Schule Jahr ?
4_5,eine neue Arbeit,eine ART Indef|Fem|Acc|Sg,neue ADJA Pos|Fem|Acc|Sg|_|,Arbeit N Fem|Acc|Sg,Ich habe eine neue Arbeit in Neuburg gefunden !
4_6,in Neuburg,in PREP _,Neuburg N Fem|_|Sg,Ich habe eine neue Arbeit in Neuburg gefunden !
6_7,eine Wohnung,eine ART Indef|Fem|Acc|Sg,Wohnung N Fem|Acc|Sg,Jetzt muss ich eine Wohnung in Neuburg finden .
6_8,in Neuburg,in PREP _,Neuburg N Fem|_|Sg,Jetzt muss ich eine Wohnung in Neuburg finden .
8_9,ein Wohnung,ein ART Indef|_|_|Sg,Wohnung N Neut|Acc|Sg,"Ich brauche nur ein klein Wohnung mit ein Schlafzimmer , ein Bädzimmer und eine Küche ."
8_10,Bädzimmer mit ein Schlafzimmer,Bädzimmer N _|_|Sg,mit PREP Dat,ein ART Indef|Neut|_|Sg,Schlafzimmer N Neut|_|Sg,"Ich brauche nur ein klein Wohnung mit ein Schlafzimmer , ein Bädzimmer und eine Küche ."
8_11,ein Bädzimmer Schlafzimmer,ein ART Indef|_|_|Sg,Bädzimmer N _|_|Sg,Schlafzimmer N Neut|_|Sg,"Ich brauche nur ein klein Wohnung mit ein Schlafzimmer , ein Bädzimmer und eine Küche ."
8_12,eine Küche,eine ART Indef|Fem|_|Sg,Küche N Fem|_|Sg,"Ich brauche nur ein klein Wohnung mit ein Schlafzimmer , ein Bädzimmer und eine Küche ."
9_13,Am April,Am PREP Dat,April N Masc|Dat|Sg,Am 1 April komme ich nach Neuburg .
9_14,nach Neuburg,nach PREP Dat,Neuburg N Fem|Dat|Sg,Am 1 April komme ich nach Neuburg .
10_15,für deine Zeit,für PREP Acc,deine ART Fem|Acc|Sg,Zeit N Fem|Acc|Sg,Vielen dank für deine Zeit !
12_17,Mit Grußen Maria,Mit PREP Dat,Grußen N _|Dat|Sg,Maria N _|Dat|Sg,"Mit freundlich Grußen , Maria"
12_18,Grußen Maria,Grußen N _|Dat|Sg,Maria N _|Dat|Sg,"Mit freundlich Grußen , Maria"
