1_1,Seit einige Jahren,Seit PREP Dat,einige ART _|_|_,Jahren N Neut|Dat|Pl,"Seit einige Jahren ist Stadt X eine paradiesische Stadt für Studenten vor allem , speziell wegen ihre Wohnungsmarkt ."
1_2,Stadt X,Stadt N Fem|Nom|Sg,X N Fem|Nom|Sg,"Seit einige Jahren ist Stadt X eine paradiesische Stadt für Studenten vor allem , speziell wegen ihre Wohnungsmarkt ."
1_3,Stadt X,Stadt N Fem|Nom|Sg,X N Fem|Nom|Sg,"Seit einige Jahren ist Stadt X eine paradiesische Stadt für Studenten vor allem , speziell wegen ihre Wohnungsmarkt ."
1_4,für eine paradiesische Stadt,für PREP Acc,eine ART Indef|Fem|Nom|Sg,paradiesische ADJA Pos|Fem|Nom|Sg|_|,Stadt N Fem|Nom|Sg,"Seit einige Jahren ist Stadt X eine paradiesische Stadt für Studenten vor allem , speziell wegen ihre Wohnungsmarkt ."
1_6,wegen ihre Wohnungsmarkt,wegen PREP _,ihre ART Masc|Nom|Sg,Wohnungsmarkt N Masc|Nom|Sg,"Seit einige Jahren ist Stadt X eine paradiesische Stadt für Studenten vor allem , speziell wegen ihre Wohnungsmarkt ."
2_7,Die Miete,Die ART Def|Fem|Acc|Sg,Miete N Fem|Acc|Sg,"Die Miete sind bekannt , um relativ billig zu sein ."
4_8,von dem Bezirk,von PREP Dat,dem ART Def|Masc|Dat|Sg,Bezirk N Masc|Dat|Sg,"Abhängig von dem Bezirk oder Kiez ist es relativ einfach ein Wohnung zu mieten , allein in einem Studio zum Beispiel oder in einem WG ."
4_9,Kiez,Kiez N Masc|Dat|Sg,"Abhängig von dem Bezirk oder Kiez ist es relativ einfach ein Wohnung zu mieten , allein in einem Studio zum Beispiel oder in einem WG ."
4_10,ein Wohnung,ein ART Indef|_|_|Sg,Wohnung N Neut|Acc|Sg,"Abhängig von dem Bezirk oder Kiez ist es relativ einfach ein Wohnung zu mieten , allein in einem Studio zum Beispiel oder in einem WG ."
4_12,zum Beispiel,zum PREP Dat,Beispiel N Neut|Dat|Sg,"Abhängig von dem Bezirk oder Kiez ist es relativ einfach ein Wohnung zu mieten , allein in einem Studio zum Beispiel oder in einem WG ."
4_13,in einem WG,in PREP Dat,einem ART Indef|_|Dat|Sg,WG N _|Dat|Sg,"Abhängig von dem Bezirk oder Kiez ist es relativ einfach ein Wohnung zu mieten , allein in einem Studio zum Beispiel oder in einem WG ."
5_14,in der Tat,in PREP Dat,der ART Def|Fem|Dat|Sg,Tat N Fem|Dat|Sg,Es gibt in der Tat unterschiedliche Angebote und Möglichkeiten entweder für Familien oder für Einselheiten .
5_15,unterschiedliche Angebote,unterschiedliche ADJA Pos|Neut|Acc|Pl|St|,Angebote N Neut|Acc|Pl,Es gibt in der Tat unterschiedliche Angebote und Möglichkeiten entweder für Familien oder für Einselheiten .
5_16,für Möglichkeiten,für PREP Acc,Möglichkeiten N Fem|Acc|Pl,Es gibt in der Tat unterschiedliche Angebote und Möglichkeiten entweder für Familien oder für Einselheiten .
5_17,für Familien,für PREP Acc,Familien N Fem|Acc|Pl,Es gibt in der Tat unterschiedliche Angebote und Möglichkeiten entweder für Familien oder für Einselheiten .
5_18,für Einselheiten,für PREP Acc,Einselheiten N _|Acc|_,Es gibt in der Tat unterschiedliche Angebote und Möglichkeiten entweder für Familien oder für Einselheiten .
6_19,Einselheit,Einselheit N _,"Als Einselheit schien es wahrscheinlich einfacher etwas zu finden , speziell in Stadtteil A oder Stadtteil B."
