1_1,Maria Meier,Maria N _,Meier N _,Maria Meier 28.Oktober 2011 1728 Stadt X Aupairsglobal Bahnhofstr .
1_2,Maria Meier 28.Oktober,Maria N _,Meier N _,28.Oktober N _,Maria Meier 28.Oktober 2011 1728 Stadt X Aupairsglobal Bahnhofstr .
1_3,Meier 28.Oktober,Meier N _,28.Oktober N _,Maria Meier 28.Oktober 2011 1728 Stadt X Aupairsglobal Bahnhofstr .
1_4,Stadt X,Stadt N Fem|_|Sg,X N Fem|_|Sg,Maria Meier 28.Oktober 2011 1728 Stadt X Aupairsglobal Bahnhofstr .
1_5,Stadt X Aupairsglobal,Stadt N Fem|_|Sg,X N Fem|_|Sg,Aupairsglobal N Fem|_|Sg,Maria Meier 28.Oktober 2011 1728 Stadt X Aupairsglobal Bahnhofstr .
1_6,X Aupairsglobal Bahnhofstr,X N Fem|_|Sg,Aupairsglobal N Fem|_|Sg,Bahnhofstr N Fem|_|Sg,Maria Meier 28.Oktober 2011 1728 Stadt X Aupairsglobal Bahnhofstr .
1_7,Aupairsglobal Bahnhofstr,Aupairsglobal N Fem|_|Sg,Bahnhofstr N Fem|_|Sg,Maria Meier 28.Oktober 2011 1728 Stadt X Aupairsglobal Bahnhofstr .
2_8,Wiesbaden Informationen,Wiesbaden N _|_|Pl,Informationen N _|_|Pl,"101 65185 Wiesbaden Informationen über Ihre Anzeige Sehr geehrte Damen und Herren , ich habe Ihre Anzeige gelesen und ich möchte weitere Informationen ."
2_10,Damen über Ihre Anzeige,Damen N Fem|Acc|Pl,über PREP Acc,Ihre ART Fem|Acc|Sg,Anzeige N Fem|Acc|Sg,"101 65185 Wiesbaden Informationen über Ihre Anzeige Sehr geehrte Damen und Herren , ich habe Ihre Anzeige gelesen und ich möchte weitere Informationen ."
2_11,Damen Anzeige geehrte,Damen N Fem|Acc|Pl,Anzeige N Fem|Acc|Sg,geehrte ADJA Pos|Fem|Acc|Pl|St|,"101 65185 Wiesbaden Informationen über Ihre Anzeige Sehr geehrte Damen und Herren , ich habe Ihre Anzeige gelesen und ich möchte weitere Informationen ."
2_12,Herren,Herren N Masc|Acc|_,"101 65185 Wiesbaden Informationen über Ihre Anzeige Sehr geehrte Damen und Herren , ich habe Ihre Anzeige gelesen und ich möchte weitere Informationen ."
2_13,Ihre Anzeige,Ihre ART Fem|Acc|Sg,Anzeige N Fem|Acc|Sg,"101 65185 Wiesbaden Informationen über Ihre Anzeige Sehr geehrte Damen und Herren , ich habe Ihre Anzeige gelesen und ich möchte weitere Informationen ."
2_14,weitere Informationen,weitere ADJA Comp|_|Acc|Pl|St|,Informationen N _|Acc|Pl,"101 65185 Wiesbaden Informationen über Ihre Anzeige Sehr geehrte Damen und Herren , ich habe Ihre Anzeige gelesen und ich möchte weitere Informationen ."
3_15,Seit Jahren,Seit PREP Dat,Jahren N Neut|Dat|Pl,Seit Jahren studiere ich Deutsch .
3_16,Deutsch,Deutsch N Neut|Acc|Sg,Seit Jahren studiere ich Deutsch .
4_17,Mein Niveau,Mein ART Neut|Nom|Sg,Niveau N Neut|Nom|Sg,"Mein Niveau ist nicht genugend so habe ich beschliessen , auf Deutschland zu leben ."
4_18,auf Deutschland,auf PREP _,Deutschland N Neut|_|Sg,"Mein Niveau ist nicht genugend so habe ich beschliessen , auf Deutschland zu leben ."
5_19,Eine Au-pair-Stelle,Eine ART Indef|Fem|Nom|Sg,Au-pair-Stelle N Fem|Nom|Sg,Eine Au-pair-Stelle schien eine gute Lösung .
5_20,eine gute Lösung,eine ART Indef|Fem|Nom|Sg,gute ADJA Pos|Fem|Nom|Sg|_|,Lösung N Fem|Nom|Sg,Eine Au-pair-Stelle schien eine gute Lösung .
6_21,einige Fragen,einige ART _|Acc|_,Fragen N _|Acc|_,Ich habe einige Fragen : Ich bin 17 Jahre alt .
6_22,Jahre,Jahre N Neut|Acc|Pl,Ich habe einige Fragen : Ich bin 17 Jahre alt .
7_23,meine Eltern,meine ART _|Nom|Pl,Eltern N _|Nom|Pl,So müssen meine Eltern die Formalitäten unternehmen ?
7_24,die Formalitäten,die ART Def|Fem|Acc|Pl,Formalitäten N Fem|Acc|Pl,So müssen meine Eltern die Formalitäten unternehmen ?
8_25,grossen Städte,grossen ADJA Pos|Fem|Acc|Pl|Wk|,Städte N Fem|Acc|Pl,"Ich mag nicht grossen Städte , weil ich ruhig und still bin Ist es möglich , dass ich meine "" Familie "" wähle ?"
8_26,meine Familie,meine ART Fem|Acc|Sg,Familie N Fem|Acc|Sg,"Ich mag nicht grossen Städte , weil ich ruhig und still bin Ist es möglich , dass ich meine "" Familie "" wähle ?"
9_27,Das Ziel besuch,Das ART Def|Neut|Nom|Sg,Ziel N Neut|Nom|Sg,besuch N _|Gen|_,Das Ziel meiner besuch ist Deutsch zu lernen .
9_28,Ziel meiner besuch,Ziel N Neut|Nom|Sg,meiner ART _|Gen|_,besuch N _|Gen|_,Das Ziel meiner besuch ist Deutsch zu lernen .
9_29,Deutsch,Deutsch N Neut|Acc|Sg,Das Ziel meiner besuch ist Deutsch zu lernen .
10_31,für Spass,für PREP Acc,Spass N Masc|Acc|Sg,"Aber , naturlich , Zeit für Spass ist auch wichtig ."
11_32,Welche Freizeitaktivitäten,Welche ART Fem|Acc|Pl,Freizeitaktivitäten N Fem|Acc|Pl,Welche Freizeitaktivitäten schlagen Sie vor ?
12_33,Ihre Antwort,Ihre ART Fem|Nom|Sg,Antwort N Fem|Nom|Sg,"Ich warte Ihre Antwort mit Ungeduldigkeit Wenn Sie mehrere Informationen über mir wollen , antworte ich gern ."
12_34,mit Ungeduldigkeit,mit PREP Dat,Ungeduldigkeit N Fem|Dat|Sg,"Ich warte Ihre Antwort mit Ungeduldigkeit Wenn Sie mehrere Informationen über mir wollen , antworte ich gern ."
12_35,Informationen mehrere,Informationen N _|Acc|Pl,mehrere ART _|Acc|Pl,"Ich warte Ihre Antwort mit Ungeduldigkeit Wenn Sie mehrere Informationen über mir wollen , antworte ich gern ."
13_36,eine Familie,eine ART Indef|Fem|Acc|Sg,Familie N Fem|Acc|Sg,"Ich hoffe , dass ich eine Familie mit Kindern interessiere ."
13_37,mit Kindern,mit PREP Dat,Kindern N _|Dat|_,"Ich hoffe , dass ich eine Familie mit Kindern interessiere ."
14_38,Mit freundilichen Grüssen M,Mit PREP Dat,freundilichen ADJA _|_|Dat|_|_,Grüssen N _|Dat|_,M N _|Dat|Sg,Mit freundilichen Grüssen M Meier
14_39,Grüssen M Meier,Grüssen N _|Dat|_,M N _|Dat|Sg,Meier N _|Dat|Sg,Mit freundilichen Grüssen M Meier
14_40,M Meier,M N _|Dat|Sg,Meier N _|Dat|Sg,Mit freundilichen Grüssen M Meier
