1_1,Liebe Ingo,Liebe N _|_|_,Ingo N Masc|_|Sg,"Liebe Ingo , Ich hoffe alles gute mit dir ."
1_2,Liebe Ingo,Liebe N _|_|_,Ingo N Masc|_|Sg,"Liebe Ingo , Ich hoffe alles gute mit dir ."
3_4,eine neue Arbeit,eine ART Indef|Fem|Acc|Sg,neue ADJA Pos|Fem|Acc|Sg|_|,Arbeit N Fem|Acc|Sg,Ich habe eine neue Arbeit in Neuburg gefunden .
3_5,in Neuburg,in PREP _,Neuburg N Fem|_|Sg,Ich habe eine neue Arbeit in Neuburg gefunden .
4_6,eine Wohnung,eine ART Indef|Fem|Acc|Sg,Wohnung N Fem|Acc|Sg,"So , Ich brauche eine Wohnung dar ."
5_7,in Neuburg,in PREP _,Neuburg N Fem|_|Sg,Du wohnst in Neuburg .
7_8,Meine Arbeit beginn,Meine ART Fem|_|Sg,Arbeit N Fem|_|Sg,beginn N Fem|_|Sg,Meine Arbeit beginn ab 15 März .
7_9,Arbeit beginn,Arbeit N Fem|_|Sg,beginn N Fem|_|Sg,Meine Arbeit beginn ab 15 März .
7_10,März,März N Masc|_|Sg,Meine Arbeit beginn ab 15 März .
8_11,eine Wohnung,eine ART Indef|Fem|Acc|Sg,Wohnung N Fem|Acc|Sg,Ich glaube dass ich brauche eine Wohnung ab 1 März .
10_13,ein Monat,ein ART Indef|Masc|Nom|Sg,Monat N Masc|Nom|Sg,Ich habe nur ein Monat für eine schöne Wohnung zu finden .
10_14,für eine schöne Wohnung,für PREP Acc,eine ART Indef|Fem|Acc|Sg,schöne ADJA Pos|Fem|Acc|Sg|_|,Wohnung N Fem|Acc|Sg,Ich habe nur ein Monat für eine schöne Wohnung zu finden .
11_15,Die Wohnungssuche,Die ART Def|Fem|Nom|Sg,Wohnungssuche N Fem|Nom|Sg,Die Wohnungssuche ist trotzdem ganz Kompliziert von hier .
12_16,aus der Internet,aus PREP Dat,der ART Def|_|_|_,Internet N Fem|Dat|Sg,Ich habe nur aus der Internet gesucht .
14_18,mit meine Freundin Maria,mit PREP Dat,meine ART Fem|_|Sg,Freundin N Fem|_|Sg,Maria N _|_|Sg,Ich ziehe mit meine Freundin Maria um .
14_19,Freundin Maria,Freundin N Fem|_|Sg,Maria N _|_|Sg,Ich ziehe mit meine Freundin Maria um .
15_20,eine DachWohnung,eine ART Indef|Fem|Acc|Sg,DachWohnung N Fem|Acc|Sg,Ich wollte gern eine DachWohnung mit 2 Zimmer .
15_21,mit Zimmer,mit PREP Dat,Zimmer N Neut|_|Pl,Ich wollte gern eine DachWohnung mit 2 Zimmer .
16_22,Maria,Maria N _|Acc|Sg,Maria will auch ein klein Balkon .
16_23,ein Balkon,ein ART Indef|Masc|Nom|Sg,Balkon N Masc|Nom|Sg,Maria will auch ein klein Balkon .
18_24,Viele Grüße Katharina,Viele ART Masc|_|Pl,Grüße N Masc|_|Pl,Katharina N Fem|_|Sg,"Bis Bald , Viele Grüße , Katharina"
18_25,Grüße Katharina,Grüße N Masc|_|Pl,Katharina N Fem|_|Sg,"Bis Bald , Viele Grüße , Katharina"
