1_1,3,Liebe Ingo,"Liebe,N,_|_|_|_","Ingo,N,_|Masc|_|Sg","Liebe Ingo , 06.03.2012 wie gehts ist dir ?"
1_2,3,Liebe Ingo,"Liebe,N,_|_|_|_","Ingo,N,_|Masc|_|Sg","Liebe Ingo , 06.03.2012 wie gehts ist dir ?"
1_3,10,gehts,"gehts,N,_|_|_|_","Liebe Ingo , 06.03.2012 wie gehts ist dir ?"
2_4,99,eine Arbeit,"eine,ART,Indef|Fem|Acc|Sg","Arbeit,N,_|Fem|Acc|Sg",Ich habe eine Arbeit in Neuburg und brauche ich Neue wohnung bei nächste woche 20.03.2012 .
2_5,99,in Neuburg,"in,PREP,_|_|_|_","Neuburg,N,_|Fem|_|Sg",Ich habe eine Arbeit in Neuburg und brauche ich Neue wohnung bei nächste woche 20.03.2012 .
2_6,10,Neue wohnung,"Neue,ADJA,_|_|Acc|_","wohnung,N,_|_|Acc|_",Ich habe eine Arbeit in Neuburg und brauche ich Neue wohnung bei nächste woche 20.03.2012 .
2_7,12,bei nächste woche,"bei,PREP,_|_|Dat|_","nächste,ADJA,_|_|_|_","woche,N,_|_|_|_",Ich habe eine Arbeit in Neuburg und brauche ich Neue wohnung bei nächste woche 20.03.2012 .
4_8,99,ein Schlafzimmer,"ein,ART,Indef|Neut|Acc|Sg","Schlafzimmer,N,_|Neut|Acc|Sg",Ich brauche nur ein Schlafzimmer und ein Kinder Zimmer .
4_9,99,ein Kinder Zimmer,"ein,ART,Indef|Neut|Acc|Sg","Kinder,N,_|Neut|Acc|Sg","Zimmer,N,_|Neut|Acc|_",Ich brauche nur ein Schlafzimmer und ein Kinder Zimmer .
4_10,99,Kinder Zimmer,"Kinder,N,_|Neut|Acc|Sg","Zimmer,N,_|Neut|Acc|_",Ich brauche nur ein Schlafzimmer und ein Kinder Zimmer .
5_11,10,Viele Grüße Katharina,"Viele,ART,_|Masc|_|Pl","Grüße,N,_|Masc|_|Pl","Katharina,N,_|Masc|_|Pl",Viele Grüße Katharina
5_12,99,Grüße Katharina,"Grüße,N,_|Masc|_|Pl","Katharina,N,_|Masc|_|Pl",Viele Grüße Katharina
