1_1,12,In dem Stadt Stadt,"In,PREP,_|_|Dat|_","dem,ART,Def|_|Dat|Sg","Stadt,N,_|_|Dat|Sg","Stadt,N,_|Fem|Dat|Sg",In dem Stadt Stadt X ist der Wohnungsmarkt sehr unterschitlich : im Norden findet man meistens Villas und individuelle Gebäude .
1_2,10,Stadt Stadt X,"Stadt,N,_|_|Dat|Sg","Stadt,N,_|Fem|Dat|Sg","X,N,_|Fem|Dat|Sg",In dem Stadt Stadt X ist der Wohnungsmarkt sehr unterschitlich : im Norden findet man meistens Villas und individuelle Gebäude .
1_3,10,Stadt X,"Stadt,N,_|Fem|Dat|Sg","X,N,_|Fem|Dat|Sg",In dem Stadt Stadt X ist der Wohnungsmarkt sehr unterschitlich : im Norden findet man meistens Villas und individuelle Gebäude .
1_4,99,der Wohnungsmarkt,"der,ART,Def|Masc|Nom|Sg","Wohnungsmarkt,N,_|Masc|Nom|Sg",In dem Stadt Stadt X ist der Wohnungsmarkt sehr unterschitlich : im Norden findet man meistens Villas und individuelle Gebäude .
1_5,99,im Norden,"im,PREP,_|_|Dat|_","Norden,N,_|_|Dat|Sg",In dem Stadt Stadt X ist der Wohnungsmarkt sehr unterschitlich : im Norden findet man meistens Villas und individuelle Gebäude .
1_6,10,Villas,"Villas,N,_|Neut|Acc|_",In dem Stadt Stadt X ist der Wohnungsmarkt sehr unterschitlich : im Norden findet man meistens Villas und individuelle Gebäude .
1_7,99,individuelle Gebäude,"individuelle,ADJA,_|Neut|Acc|_","Gebäude,N,_|Neut|Acc|_",In dem Stadt Stadt X ist der Wohnungsmarkt sehr unterschitlich : im Norden findet man meistens Villas und individuelle Gebäude .
2_8,99,ein ruhiger Wohnungort,"ein,ART,Indef|Masc|Nom|Sg","ruhiger,ADJA,_|Masc|Nom|Sg","Wohnungort,N,_|Masc|Nom|Sg","Also wenn man ein ruhiger und grünes Wohnungort sucht , dann ist diese Viertel merkwurdig ."
2_9,99,diese Viertel,"diese,ART,_|Fem|Nom|Sg","Viertel,N,_|Fem|Nom|Sg","Also wenn man ein ruhiger und grünes Wohnungort sucht , dann ist diese Viertel merkwurdig ."
3_10,10,Die Offentlichenverkehrverbindungen,"Die,ART,Def|Fem|Nom|Pl","Offentlichenverkehrverbindungen,N,_|Fem|Nom|Pl","Die Offentlichenverkehrverbindungen sind aber nicht perfekt , deswegen ist das nötig ein Auto oder ein personnal Verkehrsmittel zu besessen ."
3_11,99,ein Auto,"ein,ART,Indef|Neut|Nom|Sg","Auto,N,_|Neut|Nom|Sg","Die Offentlichenverkehrverbindungen sind aber nicht perfekt , deswegen ist das nötig ein Auto oder ein personnal Verkehrsmittel zu besessen ."
3_12,10,ein personnal Verkehrsmittel,"ein,ART,Indef|Neut|Nom|Sg","personnal,ADJA,_|Neut|Nom|Sg","Verkehrsmittel,N,_|Neut|Nom|Sg","Die Offentlichenverkehrverbindungen sind aber nicht perfekt , deswegen ist das nötig ein Auto oder ein personnal Verkehrsmittel zu besessen ."
4_13,0,Nachteil,"Nachteil,N,_|_|_|Sg",Als Nachteil gibt es auch die steigende Kriminalität .
4_14,99,die steigende Kriminalität,"die,ART,Def|Fem|Acc|Sg","steigende,ADJA,_|Fem|Acc|Sg","Kriminalität,N,_|Fem|Acc|Sg",Als Nachteil gibt es auch die steigende Kriminalität .
