1	Hallo	hallo	ITJ	ITJ	_	0	root	_	_
2	Miteinander	miteinander	ADV	ADV	_	0	root	_	_
3	,	,	$,	$,	_	0	root	_	_
4	ich	ich	PRO	PPER	1|Sg|_|Nom	5	subj	_	_
5	finde	finden	V	VVFIN	1|Sg|Pres|_	0	root	_	_
6	diese	diese	ART	PDAT	_|_|_	7	det	_	_
7	Thema	Thema	N	NN	_|Acc|_	5	obja	_	_
8	sehr	sehr	ADV	ADV	_	9	adv	_	_
9	interessant	interessant	ADV	ADJD	Pos|	5	pred	_	_
10	und	und	KON	KON	_	5	kon	_	_
11	weil	weil	KOUS	KOUS	_	15	konj	_	_
12	ich	ich	PRO	PPER	1|Sg|_|Nom	15	subj	_	_
13	auch	auch	ADV	ADV	_	15	adv	_	_
14	Erfahrungen	Erfahrung	N	NN	_|Acc|_	15	obja	_	_
15	habe	haben	V	VAFIN	1|Sg|Pres|_	17	neb	_	_
16	,	,	$,	$,	_	0	root	_	_
17	möchte	mögen	V	VMFIN	1|Sg|Past|Subj	10	cj	_	_
18	ich	ich	PRO	PPER	1|Sg|_|Nom	17	subj	_	_
19	meine	meine	ART	PPOSAT	Masc|Acc|Pl	20	det	_	_
20	Gedanken	Gedanke	N	NN	Masc|Acc|Pl	23	obja	_	_
21	mit	mit	PREP	APPR	Dat	23	pp	_	_
22	Euch	ihr	PRO	PPER	2|Pl|_|Dat	21	pn	_	_
23	mitteilen	mitteilen	V	VVINF	_	17	aux	_	_
24	.	.	$.	$.	_	0	root	_	_

1	Erstens	erstens	ADV	ADV	_	0	root	_	_
2	,	,	$,	$,	_	0	root	_	_
3	ich	ich	PRO	PPER	1|Sg|_|Nom	4	subj	_	_
4	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
5	der	die	ART	ART	Def|Fem|Dat|Sg	6	det	_	_
6	Auffassung	Auffassung	N	NN	Fem|Dat|Sg	25	objd	_	_
7	,	,	$,	$,	_	0	root	_	_
8	dass	dass	KOUS	KOUS	_	17	konj	_	_
9	man	man	PRO	PIS	_|Nom|Sg	17	subj	_	_
10	die	die	ART	ART	Def|Fem|Acc|Pl	11	det	_	_
11	Traditionen	Tradition	N	NN	Fem|Acc|Pl	16	obja	_	_
12	und	und	KON	KON	_	11	kon	_	_
13	Kultur	Kultur	N	NN	Fem|Acc|Sg	12	cj	_	_
14	seines	seine	ART	PPOSAT	Neut|Gen|Sg	15	det	_	_
15	Heimatlandes	Heimatland	N	NN	Neut|Gen|Sg	11	gmod	_	_
16	bewahren	bewahren	V	VVINF	_	17	aux	_	_
17	soll	sollen	V	VMFIN	3|Sg|Pres|Ind	25	subjc	_	_
18	,	,	$,	$,	_	0	root	_	_
19	trotz	trotz	PREP	APPR	_	25	pp	_	_
20	man	man	PRO	PIS	_|Nom|Sg	19	pn	_	_
21	in	in	PREP	APPR	Dat	25	pp	_	_
22	einem	eine	ART	ART	Indef|Neut|Dat|Sg	24	det	_	_
23	fremden	fremd	ADJA	ADJA	Pos|Neut|Dat|Sg|Wk|	24	attr	_	_
24	Land	Land	N	NN	Neut|Dat|Sg	21	pn	_	_
25	lebt	leben	V	VVFIN	_|_|Pres|Ind	0	root	_	_
26	.	.	$.	$.	_	0	root	_	_

1	Heutzutage	heutzutage	ADV	ADV	_	2	adv	_	_
2	wandern	wandern	V	VVFIN	3|Pl|Pres|_	0	root	_	_
3	viele	viele	PRO	PIS	_|Nom|Pl	2	subj	_	_
4	,	,	$,	$,	_	0	root	_	_
5	meisten	meiste	ART	PIDAT	_|Acc|Pl	7	det	_	_
6	junge	jung	ADJA	ADJA	Pos|_|Acc|Pl|St|	7	attr	_	_
7	Leute	Leute	N	NN	_|Acc|Pl	15	obja	_	_
8	nach	nach	PREP	APPR	Dat	15	pp	_	_
9	Ausland	Ausland	N	NN	Neut|Dat|Sg	8	pn	_	_
10	um	um	PREP	APPR	Acc	15	pp	_	_
11	ein	eine	ART	ART	Indef|Neut|Acc|Sg	13	det	_	_
12	besseres	gut	ADJA	ADJA	Comp|Neut|Acc|Sg|St|	13	attr	_	_
13	Lebensnivo	Lebensnivo	N	NN	Neut|Acc|Sg	10	pn	_	_
14	zu	zu	PTKZU	PTKZU	_	15	part	_	_
15	erreichen	erreichen	V	VVINF	_	2	obji	_	_
16	,	,	$,	$,	_	0	root	_	_
17	einen	eine	ART	ART	Indef|Masc|Acc|Sg	18	det	_	_
18	Job	Job	N	NN	Masc|Acc|Sg	20	obja	_	_
19	zu	zu	PTKZU	PTKZU	_	20	part	_	_
20	bekommen	bekommen	V	VVINF	_	15	obji	_	_
21	,	,	$,	$,	_	0	root	_	_
22	oder	oder	KON	KON	_	0	root	_	_
23	weil	weil	KOUS	KOUS	_	33	konj	_	_
24	die	die	ART	ART	Def|Fem|Nom|Sg	28	det	_	_
25	politische	politisch	ADJA	ADJA	Pos|Fem|Nom|Sg|_|	28	attr	_	_
26	,	,	$,	$,	_	0	root	_	_
27	wirtschaftliche	wirtschaftlich	ADJA	ADJA	Pos|_|Nom|_|_|	25	kon	_	_
28	Lage	Lage	N	NN	Fem|Nom|Sg	33	subj	_	_
29	in	in	PREP	APPR	Dat	33	pp	_	_
30	ihrem	ihre	ART	PPOSAT	Neut|Dat|Sg	31	det	_	_
31	Land	Land	N	NN	Neut|Dat|Sg	29	pn	_	_
32	unbestimmt	unbestimmt	ADV	ADJD	Pos|	33	pred	_	_
33	ist	sein	V	VAFIN	3|Sg|Pres|Ind	22	cj	_	_
34	.	.	$.	$.	_	0	root	_	_

1	Es	es	PRO	PPER	3|Sg|Neut|Nom	2	subj	_	_
2	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	Krieg	Krieg	N	NN	Masc|Acc|Sg	2	obja	_	_
4	oder	oder	KON	KON	_	3	kon	_	_
5	finanzielle	finanziell	ADJA	ADJA	Pos|Fem|Acc|Pl|St|	6	attr	_	_
6	Schwierigkeiten	Schwierigkeit	N	NN	Fem|Acc|Pl	4	cj	_	_
7	.	.	$.	$.	_	0	root	_	_

1	Einerseits	einerseits	ADV	ADV	_	2	adv	_	_
2	sehr	sehr	ADV	ADV	_	3	adv	_	_
3	wichtig	wichtig	ADV	ADJD	Pos|	4	pred	_	_
4	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
5	,	,	$,	$,	_	0	root	_	_
6	die	die	ART	ART	Def|Fem|Acc|Sg	8	det	_	_
7	eigene	eigen	ADJA	ADJA	Pos|Fem|Acc|Sg|_|	8	attr	_	_
8	Muttersprache	Muttersprache	N	NN	Fem|Acc|Sg	16	obja	_	_
9	und	und	KON	KON	_	8	kon	_	_
10	die	die	ART	ART	Def|_|Acc|Pl	12	det	_	_
11	bekannte	bekannt	ADJA	ADJA	Pos|_|Acc|Pl|St|	12	attr	_	_
12	Festen	Fest	N	NN	_|Acc|Pl	9	cj	_	_
13	und	und	KON	KON	_	12	kon	_	_
14	Normen	Norm	N	NN	Fem|Acc|Pl	13	cj	_	_
15	zu	zu	PTKZU	PTKZU	_	16	part	_	_
16	bewahren	bewahren	V	VVINF	_	4	subjc	_	_
17	und	und	KON	KON	_	4	kon	_	_
18	nicht	nicht	PTKNEG	PTKNEG	_	19	adv	_	_
19	vergessen	veressen	V	VVPP	_	22	neb	_	_
20	,	,	$,	$,	_	0	root	_	_
21	andereseits	andereseits	V	VVINF	_	22	aux	_	_
22	muss	müssen	V	VMFIN	3|Sg|Pres|Ind	17	cj	_	_
23	man	man	PRO	PIS	_|Nom|Sg	22	subj	_	_
24	sich	sie	PRO	PRF	3|_|Acc	21	obja	_	_
25	an	an	PREP	APPR	Dat	21	pp	_	_
26	der	die	ART	ART	Def|Fem|Dat|Sg	27	det	_	_
